# Species	Genes	Alg.-Conn.	GCA_040366825.1.faa	GCA_040367275.1.faa	GCA_040368535.1.faa	GCA_040369685.1.faa	GCA_040370845.1.faa	GCA_040371445.1.faa	GCA_040372445.1.faa	GCA_040373035.1.faa	GCA_040373105.1.faa	GCA_040373215.1.faa	GCA_040373345.1.faa	GCA_040374935.1.faa	GCA_040377535.1.faa	GCA_040380425.1.faa	GCA_040383235.1.faa	GCA_040385865.1.faa	GCA_040388595.1.faa	GCA_040391575.1.faa	GCA_040394165.1.faa	GCA_040397295.1.faa	GCA_040400385.1.faa	GCA_040403735.1.faa	GCA_040404325.1.faa	GCA_040404335.1.faa	GCA_040404365.1.faa	GCA_040404415.1.faa	GCA_040404485.1.faa	GCA_040404575.1.faa	GCA_040404645.1.faa
29	57	0.104	XCB75639.1,XCB75690.1	XCB77679.1,XCB77762.1	XCB79693.1,XCB79744.1	XCB81688.1,XCB81739.1	XCB83746.1,XCB83798.1	XCB85773.1,XCB85825.1	XCB86751.1,XCB87745.1	XCB89817.1	XCB91843.1,XCB91894.1	XCB93799.1,XCB92794.1	XCB95857.1,XCB95909.1	XCB98250.1,XCB97878.1	XCB99889.1,XCB99940.1	XCC01882.1,XCC01989.1	XCC03966.1,XCC02927.1	XCC05006.1,XCC05996.1	XCC08058.1,XCC08108.1	XCC10100.1,XCC10151.1	XCC12180.1,XCC11195.1	XCC14241.1,XCC13538.1	XCC16289.1,XCC16340.1	XCC18322.1,XCC18374.1	XCC19284.1,XCC20287.1	XCC22302.1,XCC22355.1	XCC23345.1,XCC24334.1	XCC26340.1,XCC25323.1	XCC28366.1,XCC27364.1	XCC29376.1,XCC30375.1	XCC32453.1,XCC31403.1
29	50	0.102	XCB76363.1,XCB75704.1	XCB78437.1,XCB77775.1	XCB79758.1,XCB80356.1	XCB82419.1,XCB81752.1	XCB83811.1,XCB84180.1	XCB85838.1,XCB86441.1	XCB87758.1	XCB88783.1	XCB91907.1,XCB92273.1	XCB94426.1,XCB93813.1	XCB96527.1,XCB95922.1	XCB97891.1,XCB98430.1	XCC00314.1,XCB99954.1	XCC00794.1	XCC02973.1,XCC04350.1	XCC06372.1	XCC08488.1	XCC10532.1,XCC10165.1	XCC12562.1,XCC12194.1	XCC14254.1	XCC16966.1,XCC16354.1	XCC18387.1,XCC18759.1	XCC20300.1	XCC22369.1,XCC22980.1	XCC24347.1,XCC24708.1	XCC26353.1,XCC26964.1	XCC28379.1,XCC28749.1	XCC30763.1	XCC33153.1,XCC32466.1
29	39	0.204	XCB74906.1	XCB76986.1,XCB76828.1	XCB78967.1	XCB80955.1,XCB80797.1	XCB82850.1,XCB83006.1	XCB85042.1,XCB84888.1	XCB87057.1	XCB89093.1,XCB90086.1	XCB91111.1,XCB90957.1	XCB93100.1	XCB95120.1,XCB94963.1	XCB97571.1	XCB99165.1	XCC00959.1,XCC01118.1	XCC03279.1	XCC05303.1	XCC07174.1,XCC07326.1	XCC09371.1	XCC11496.1	XCC13448.1	XCC15562.1	XCC17450.1	XCC19595.1,XCC19439.1	XCC21575.1	XCC23646.1	XCC25634.1	XCC27641.1	XCC29682.1	XCC31749.1
29	39	0.204	XCB74907.1	XCB76987.1,XCB76827.1	XCB78968.1	XCB80956.1,XCB80796.1	XCB82849.1,XCB83007.1	XCB85043.1,XCB84887.1	XCB87058.1	XCB89094.1,XCB90087.1	XCB91112.1,XCB90956.1	XCB93101.1	XCB95121.1,XCB94962.1	XCB97570.1	XCB99166.1	XCC00958.1,XCC01119.1	XCC03280.1	XCC05304.1	XCC07173.1,XCC07327.1	XCC09372.1	XCC11497.1	XCC13449.1	XCC15563.1	XCC17449.1	XCC19596.1,XCC19438.1	XCC21576.1	XCC23647.1	XCC25635.1	XCC27642.1	XCC29683.1	XCC31750.1
29	34	0.349	XCB75012.1	XCB77061.1	XCB79018.1,XCB79071.1	XCB81067.1	XCB83116.1	XCB85150.1	XCB87104.1,XCB87125.1	XCB89193.1	XCB91218.1	XCB93177.1	XCB95228.1	XCB97494.1	XCB99215.1,XCB99269.1	XCC01253.1	XCC03332.1	XCC05379.1	XCC07433.1	XCC09476.1	XCC11552.1,XCC11573.1	XCC13613.1	XCC15668.1	XCC17707.1	XCC19670.1	XCC21680.1	XCC23723.1	XCC25713.1	XCC27716.1	XCC29735.1,XCC29758.1	XCC31832.1
29	34	0.349	XCB75014.1	XCB77062.1	XCB79020.1,XCB79073.1	XCB81068.1	XCB83117.1	XCB85151.1	XCB88632.1,XCB87127.1	XCB90666.1	XCB91219.1	XCB93179.1	XCB95229.1	XCB97492.1	XCB99217.1,XCB99271.1	XCC01254.1	XCC03334.1	XCC06854.1	XCC07434.1	XCC09478.1	XCC13082.1,XCC13086.1	XCC13614.1	XCC15670.1	XCC19167.1	XCC19672.1	XCC21681.1	XCC23725.1	XCC25714.1	XCC27718.1	XCC29737.1,XCC29760.1	XCC31834.1
29	32	0.138	XCB75019.1	XCB76670.1	XCB79078.1	XCB81073.1,XCB80643.1	XCB83122.1,XCB84088.1	XCB84727.1	XCB88038.1	XCB89199.1	XCB91223.1	XCB93184.1	XCB95234.1	XCB97487.1	XCB99276.1	XCC00885.1	XCC03339.1	XCC05384.1	XCC08395.1,XCC07439.1	XCC09483.1	XCC11578.1	XCC13619.1	XCC15675.1	XCC17713.1	XCC19677.1	XCC21686.1	XCC23730.1	XCC25719.1	XCC27723.1	XCC29765.1	XCC31839.1
29	31	0.705	XCB75015.1	XCB77063.1	XCB79074.1	XCB81069.1	XCB83118.1	XCB85152.1	XCB87128.1	XCB89195.1	XCB91220.1	XCB93180.1	XCB95230.1	XCB97491.1	XCB99272.1	XCC01255.1	XCC03335.1,XCC03707.1	XCC05380.1	XCC07435.1	XCC09479.1	XCC11574.1	XCC13615.1	XCC15671.1	XCC17709.1	XCC19673.1	XCC21682.1	XCC23726.1	XCC25715.1	XCC27719.1	XCC29761.1	XCC32201.1,XCC31835.1
29	31	0.705	XCB75016.1	XCB77064.1	XCB79075.1	XCB81070.1	XCB83119.1	XCB85153.1	XCB87129.1	XCB89196.1	XCB91221.1	XCB93181.1	XCB95231.1	XCB97490.1	XCB99273.1	XCC01256.1	XCC03336.1,XCC03706.1	XCC05381.1	XCC07436.1	XCC09480.1	XCC11575.1	XCC13616.1	XCC15672.1	XCC17710.1	XCC19674.1	XCC21683.1	XCC23727.1	XCC25716.1	XCC27720.1	XCC29762.1	XCC32200.1,XCC31836.1
29	30	0.796	XCB74889.1	XCB76969.1	XCB78950.1	XCB80938.1	XCB82989.1	XCB85025.1	XCB87042.1	XCB89868.1,XCB89076.1	XCB91094.1	XCB93087.1	XCB95103.1	XCB97588.1	XCB99148.1	XCC00976.1	XCC03263.1	XCC05286.1	XCC07309.1	XCC09354.1	XCC11483.1	XCC13431.1	XCC15545.1	XCC17589.1	XCC19578.1	XCC21558.1	XCC23629.1	XCC25618.1	XCC27624.1	XCC29666.1	XCC31731.1
29	30	0.796	XCB75263.1	XCB77309.1	XCB79320.1	XCB81315.1	XCB83368.1	XCB85401.1	XCB87354.1,XCB87350.1	XCB89444.1	XCB91467.1	XCB93403.1	XCB95480.1	XCB97272.1	XCB99517.1	XCC01509.1	XCC03554.1	XCC05601.1	XCC07683.1	XCC09722.1	XCC11794.1	XCC13834.1	XCC15916.1	XCC17954.1	XCC19891.1	XCC21925.1	XCC23945.1	XCC25934.1	XCC27940.1	XCC29978.1	XCC32050.1
29	30	0.796	XCB75264.1	XCB77310.1	XCB79321.1	XCB81316.1	XCB83369.1	XCB85402.1	XCB87353.1,XCB87349.1	XCB89445.1	XCB91468.1	XCB93402.1	XCB95481.1	XCB97273.1	XCB99518.1	XCC01510.1	XCC03553.1	XCC05600.1	XCC07684.1	XCC09723.1	XCC11793.1	XCC13833.1	XCC15917.1	XCC17955.1	XCC19890.1	XCC21926.1	XCC23944.1	XCC25933.1	XCC27939.1	XCC29977.1	XCC32049.1
29	30	0.77	XCB74662.1	XCB76742.1	XCB78725.1	XCB80712.1	XCB82762.1	XCB84800.1	XCB86817.1	XCB90177.1	XCB90870.1	XCB92860.1	XCB94875.1	XCB98186.1	XCB98920.1	XCC01204.1	XCC02995.1	XCC05070.1	XCC07087.1	XCC09127.1	XCC11158.1,XCC11263.1	XCC13207.1	XCC15330.1	XCC17361.1	XCC19353.1	XCC21342.1	XCC23412.1	XCC25389.1	XCC27432.1	XCC29442.1	XCC31468.1
29	30	0.77	XCB74664.1	XCB76744.1	XCB78727.1	XCB80714.1	XCB82764.1	XCB84802.1	XCB86819.1	XCB90175.1	XCB90872.1	XCB92862.1	XCB94877.1	XCB98184.1	XCB98922.1	XCC01202.1	XCC02997.1	XCC05072.1	XCC07089.1	XCC09129.1	XCC11159.1,XCC11264.1	XCC13209.1	XCC15332.1	XCC17363.1	XCC19355.1	XCC21344.1	XCC23414.1	XCC25391.1	XCC27434.1	XCC29444.1	XCC31470.1
29	30	0.77	XCB74665.1	XCB76745.1	XCB78728.1	XCB80715.1	XCB82765.1	XCB84803.1	XCB86820.1	XCB90174.1	XCB90873.1	XCB92863.1	XCB94878.1	XCB98183.1	XCB98923.1	XCC01201.1	XCC02998.1	XCC05073.1	XCC07090.1	XCC09130.1	XCC11160.1,XCC11265.1	XCC13210.1	XCC15333.1	XCC17364.1	XCC19356.1	XCC21345.1	XCC23415.1	XCC25392.1	XCC27435.1	XCC29445.1	XCC31471.1
29	30	0.77	XCB74666.1	XCB76746.1	XCB78729.1	XCB80716.1	XCB82766.1	XCB84804.1	XCB86821.1	XCB90173.1	XCB90874.1	XCB92864.1	XCB94879.1	XCB98182.1	XCB98924.1	XCC01200.1	XCC02999.1	XCC05074.1	XCC07091.1	XCC09131.1	XCC11161.1,XCC11266.1	XCC13211.1	XCC15334.1	XCC17365.1	XCC19357.1	XCC21346.1	XCC23416.1	XCC25393.1	XCC27436.1	XCC29446.1	XCC31472.1
29	30	0.77	XCB74667.1	XCB76747.1	XCB78730.1	XCB80717.1	XCB82767.1	XCB84805.1	XCB86822.1	XCB90172.1	XCB90875.1	XCB92865.1	XCB94880.1	XCB98181.1	XCB98925.1	XCC01199.1	XCC03000.1	XCC05075.1	XCC07092.1	XCC09132.1	XCC11162.1,XCC11267.1	XCC13212.1	XCC15335.1	XCC17366.1	XCC19358.1	XCC21347.1	XCC23417.1	XCC25394.1	XCC27437.1	XCC29447.1	XCC31473.1
29	30	0.77	XCB74668.1	XCB76748.1	XCB78731.1	XCB80718.1	XCB82768.1	XCB84806.1	XCB86823.1	XCB90171.1	XCB90876.1	XCB92866.1	XCB94881.1	XCB98180.1	XCB98926.1	XCC01198.1	XCC03001.1	XCC05076.1	XCC07093.1	XCC09133.1	XCC11163.1,XCC11268.1	XCC13213.1	XCC15336.1	XCC17367.1	XCC19359.1	XCC21348.1	XCC23418.1	XCC25395.1	XCC27438.1	XCC29448.1	XCC31474.1
29	30	0.77	XCB74669.1	XCB76749.1	XCB78732.1	XCB80719.1	XCB82769.1	XCB84807.1	XCB86824.1	XCB90170.1	XCB90877.1	XCB92867.1	XCB94882.1	XCB98179.1	XCB98927.1	XCC01197.1	XCC03002.1	XCC05077.1	XCC07094.1	XCC09134.1	XCC11164.1,XCC11269.1	XCC13214.1	XCC15337.1	XCC17368.1	XCC19360.1	XCC21349.1	XCC23419.1	XCC25396.1	XCC27439.1	XCC29449.1	XCC31475.1
29	30	0.77	XCB74670.1	XCB76750.1	XCB78733.1	XCB80720.1	XCB82770.1	XCB84808.1	XCB86825.1	XCB90169.1	XCB90878.1	XCB92868.1	XCB94883.1	XCB98178.1	XCB98928.1	XCC01196.1	XCC03003.1	XCC05078.1	XCC07095.1	XCC09135.1	XCC11165.1,XCC11270.1	XCC13215.1	XCC15338.1	XCC17369.1	XCC19361.1	XCC21350.1	XCC23420.1	XCC25397.1	XCC27440.1	XCC29450.1	XCC31476.1
29	30	0.77	XCB74671.1	XCB76751.1	XCB78734.1	XCB80721.1	XCB82771.1	XCB84809.1	XCB86826.1	XCB90168.1	XCB90879.1	XCB92869.1	XCB94884.1	XCB98177.1	XCB98929.1	XCC01195.1	XCC03004.1	XCC05079.1	XCC07096.1	XCC09136.1	XCC11166.1,XCC11271.1	XCC13216.1	XCC15339.1	XCC17370.1	XCC19362.1	XCC21351.1	XCC23421.1	XCC25398.1	XCC27441.1	XCC29451.1	XCC31477.1
29	30	0.77	XCB74672.1	XCB76752.1	XCB78735.1	XCB80722.1	XCB82772.1	XCB84810.1	XCB86827.1	XCB90167.1	XCB90880.1	XCB92870.1	XCB94885.1	XCB98176.1	XCB98930.1	XCC01194.1	XCC03005.1	XCC05080.1	XCC07097.1	XCC09137.1	XCC11167.1,XCC11272.1	XCC13217.1	XCC15340.1	XCC17371.1	XCC19363.1	XCC21352.1	XCC23422.1	XCC25399.1	XCC27442.1	XCC29452.1	XCC31478.1
29	30	0.77	XCB74673.1	XCB76753.1	XCB78736.1	XCB80723.1	XCB82773.1	XCB84811.1	XCB86828.1	XCB90166.1	XCB90881.1	XCB92871.1	XCB94886.1	XCB98175.1	XCB98931.1	XCC01193.1	XCC03006.1	XCC05081.1	XCC07098.1	XCC09138.1	XCC11168.1,XCC11273.1	XCC13218.1	XCC15341.1	XCC17372.1	XCC19364.1	XCC21353.1	XCC23423.1	XCC25400.1	XCC27443.1	XCC29453.1	XCC31479.1
29	30	0.77	XCB74674.1	XCB76754.1	XCB78737.1	XCB80724.1	XCB82774.1	XCB84812.1	XCB86829.1	XCB90165.1	XCB90882.1	XCB92872.1	XCB94887.1	XCB98174.1	XCB98932.1	XCC01192.1	XCC03007.1	XCC05082.1	XCC07099.1	XCC09139.1	XCC11169.1,XCC11274.1	XCC13219.1	XCC15342.1	XCC17373.1	XCC19365.1	XCC21354.1	XCC23424.1	XCC25401.1	XCC27444.1	XCC29454.1	XCC31480.1
29	30	0.77	XCB74675.1	XCB76755.1	XCB78738.1	XCB80725.1	XCB82775.1	XCB84813.1	XCB86830.1	XCB90164.1	XCB90883.1	XCB92873.1	XCB94888.1	XCB98173.1	XCB98933.1	XCC01191.1	XCC03008.1	XCC05083.1	XCC07100.1	XCC09140.1	XCC11170.1,XCC11275.1	XCC13220.1	XCC15343.1	XCC17374.1	XCC19366.1	XCC21355.1	XCC23425.1	XCC25402.1	XCC27445.1	XCC29455.1	XCC31481.1
29	30	0.77	XCB74676.1	XCB76756.1	XCB78739.1	XCB80726.1	XCB82776.1	XCB84814.1	XCB86831.1	XCB90163.1	XCB90884.1	XCB92874.1	XCB94889.1	XCB98172.1	XCB98934.1	XCC01190.1	XCC03009.1	XCC05084.1	XCC07101.1	XCC09141.1	XCC11171.1,XCC11276.1	XCC13221.1	XCC15344.1	XCC17375.1	XCC19367.1	XCC21356.1	XCC23426.1	XCC25403.1	XCC27446.1	XCC29456.1	XCC31482.1
29	30	0.77	XCB74677.1	XCB76757.1	XCB78740.1	XCB80727.1	XCB82777.1	XCB84815.1	XCB86832.1	XCB90162.1	XCB90885.1	XCB92875.1	XCB94890.1	XCB98171.1	XCB98935.1	XCC01189.1	XCC03010.1	XCC05085.1	XCC07102.1	XCC09142.1	XCC11172.1,XCC11277.1	XCC13222.1	XCC15345.1	XCC17376.1	XCC19368.1	XCC21357.1	XCC23427.1	XCC25404.1	XCC27447.1	XCC29457.1	XCC31483.1
29	30	0.77	XCB74678.1	XCB76758.1	XCB78741.1	XCB82549.1	XCB82778.1	XCB84816.1	XCB86833.1	XCB90161.1	XCB90886.1	XCB92876.1	XCB94891.1	XCB98170.1	XCB98936.1	XCC02773.1	XCC03011.1	XCC06830.1	XCC07103.1	XCC09143.1	XCC13052.1,XCC13062.1	XCC13223.1	XCC15346.1	XCC17377.1	XCC19369.1	XCC23121.1	XCC23428.1	XCC25405.1	XCC27448.1	XCC29458.1	XCC31484.1
29	30	0.718	XCB74682.1	XCB78542.1	XCB78745.1	XCB82550.1	XCB82782.1	XCB84819.1	XCB88609.1	XCB90157.1	XCB90890.1	XCB94638.1	XCB94895.1	XCB98633.1	XCB98940.1	XCC01186.1	XCC03015.1	XCC06831.1	XCC08920.1	XCC10966.1	XCC13053.1,XCC13063.1	XCC15089.1	XCC17112.1	XCC19139.1	XCC21117.1	XCC21361.1	XCC25186.1	XCC27194.1	XCC29212.1	XCC31249.1	XCC31488.1
29	30	0.716	XCB74657.1	XCB76735.1	XCB78720.1	XCB80705.1	XCB82756.1	XCB84794.1	XCB86810.1	XCB90185.1	XCB90864.1	XCB92853.1	XCB94868.1	XCB98193.1	XCB98914.1	XCC01211.1	XCC02988.1	XCC05064.1	XCC07075.1	XCC09121.1	XCC11150.1,XCC11255.1	XCC13200.1	XCC15324.1	XCC17355.1	XCC19345.1	XCC21335.1	XCC23405.1	XCC25382.1	XCC27426.1	XCC29435.1	XCC31462.1
29	30	0.716	XCB74658.1	XCB76736.1	XCB78721.1	XCB80706.1	XCB82757.1	XCB84795.1	XCB86811.1	XCB90184.1	XCB90865.1	XCB92854.1	XCB94869.1	XCB98192.1	XCB98915.1	XCC01210.1	XCC02989.1	XCC05065.1	XCC07076.1	XCC09122.1	XCC11151.1,XCC11256.1	XCC13201.1	XCC15325.1	XCC17356.1	XCC19346.1	XCC21336.1	XCC23406.1	XCC25383.1	XCC27427.1	XCC29436.1	XCC31463.1
29	30	0.716	XCB74659.1	XCB76738.1	XCB78722.1	XCB80708.1	XCB82759.1	XCB84797.1	XCB86813.1	XCB90182.1	XCB90867.1	XCB92856.1	XCB94871.1	XCB98190.1	XCB98917.1	XCC01208.1	XCC02991.1	XCC05067.1	XCC07078.1	XCC09124.1	XCC11153.1,XCC11258.1	XCC13203.1	XCC15327.1	XCC17358.1	XCC19348.1	XCC21338.1	XCC23408.1	XCC25385.1	XCC27429.1	XCC29438.1	XCC31465.1
29	30	0.716	XCB74660.1	XCB76739.1	XCB78723.1	XCB80709.1	XCB82760.1	XCB84798.1	XCB86814.1	XCB90181.1	XCB90868.1	XCB92857.1	XCB94872.1	XCB98189.1	XCB98918.1	XCC01207.1	XCC02992.1	XCC05068.1	XCC07079.1	XCC09125.1	XCC11154.1,XCC11259.1	XCC13204.1	XCC15328.1	XCC17359.1	XCC19349.1	XCC21339.1	XCC23409.1	XCC25386.1	XCC27430.1	XCC29439.1	XCC31466.1
29	30	0.39	XCB75247.1	XCB77294.1	XCB79304.1	XCB81299.1	XCB83352.1	XCB85384.1	XCB87369.1	XCB89428.1	XCB91451.1	XCB93418.1	XCB95464.1	XCB97256.1	XCB99501.1	XCC01493.1	XCC03571.1	XCC05617.1	XCC07667.1	XCC09707.1	XCC13134.1	XCC13850.1	XCC15901.1	XCC17939.1	XCC19906.1	XCC21909.1	XCC23961.1	XCC25950.1,XCC25949.1	XCC27955.1	XCC29994.1	XCC33408.1
29	30	0.33	XCB74615.1	XCB76695.1	XCB78678.1	XCB80669.1	XCB84062.1	XCB84752.1	XCB88012.1,XCB86682.1	XCB88902.1	XCB92156.1	XCB94541.1	XCB94827.1	XCB98314.1	XCC00200.1	XCC00909.1	XCC04228.1	XCC06256.1	XCC08370.1	XCC10415.1	XCC12442.1	XCC14504.1	XCC15287.1	XCC18641.1	XCC21021.1	XCC21300.1	XCC24592.1	XCC27080.1	XCC28633.1	XCC30647.1	XCC31342.1
29	29	1	XCB75487.1	XCB77530.1	XCB79543.1	XCB81538.1	XCB83592.1	XCB85622.1	XCB87596.1	XCB89669.1	XCB91689.1	XCB93651.1	XCB95705.1	XCB97731.1	XCB99737.1	XCC01732.1	XCC03813.1	XCC05848.1	XCC07905.1	XCC09946.1	XCC12034.1	XCC14090.1	XCC16140.1	XCC18169.1	XCC20139.1	XCC22148.1	XCC24187.1	XCC26190.1	XCC28218.1	XCC30224.1	XCC32304.1
29	29	1	XCB75488.1	XCB77531.1	XCB79544.1	XCB81539.1	XCB83593.1	XCB85623.1	XCB87597.1	XCB89670.1	XCB91690.1	XCB93652.1	XCB95706.1	XCB97732.1	XCB99738.1	XCC01733.1	XCC03814.1	XCC05849.1	XCC07906.1	XCC09947.1	XCC12035.1	XCC14091.1	XCC16141.1	XCC18170.1	XCC20140.1	XCC22149.1	XCC24188.1	XCC26191.1	XCC28219.1	XCC30225.1	XCC32305.1
29	29	1	XCB75489.1	XCB77532.1	XCB79545.1	XCB81540.1	XCB83594.1	XCB85624.1	XCB87598.1	XCB89671.1	XCB91691.1	XCB93653.1	XCB95707.1	XCB97733.1	XCB99739.1	XCC01734.1	XCC03815.1	XCC05850.1	XCC07907.1	XCC09948.1	XCC12036.1	XCC14092.1	XCC16142.1	XCC18171.1	XCC20141.1	XCC22150.1	XCC24189.1	XCC26192.1	XCC28220.1	XCC30226.1	XCC32306.1
29	29	1	XCB75490.1	XCB78609.1	XCB80578.1	XCB82625.1	XCB84678.1	XCB86656.1	XCB88681.1	XCB90706.1	XCB92729.1	XCB94703.1	XCB96747.1	XCB98762.1	XCC00773.1	XCC02816.1	XCC04946.1	XCC06894.1	XCC08993.1	XCC11044.1	XCC13129.1	XCC15168.1	XCC17186.1	XCC18172.1	XCC21181.1	XCC23195.1	XCC25256.1	XCC27260.1	XCC29279.1	XCC31316.1	XCC33428.1
29	29	1	XCB75494.1	XCB77535.1	XCB79548.1	XCB81543.1	XCB83597.1	XCB85627.1	XCB87601.1	XCB89674.1	XCB91694.1	XCB93656.1	XCB95710.1	XCB97736.1	XCB99743.1	XCC01737.1	XCC03819.1	XCC05853.1	XCC07910.1	XCC09952.1	XCC12038.1	XCC14095.1	XCC16144.1	XCC18176.1	XCC20145.1	XCC22153.1	XCC24192.1	XCC26196.1	XCC28224.1	XCC30230.1	XCC32310.1
29	29	1	XCB75495.1	XCB77536.1	XCB79549.1	XCB81544.1	XCB83598.1	XCB85629.1	XCB87602.1	XCB89675.1	XCB91696.1	XCB93657.1	XCB95711.1	XCB97737.1	XCB99744.1	XCC01738.1	XCC03820.1	XCC05854.1	XCC07911.1	XCC09953.1	XCC12039.1	XCC14096.1	XCC16145.1	XCC18177.1	XCC20146.1	XCC22154.1	XCC24193.1	XCC26197.1	XCC28225.1	XCC30231.1	XCC32311.1
29	29	1	XCB75496.1	XCB77537.1	XCB79550.1	XCB81545.1	XCB83599.1	XCB85630.1	XCB87603.1	XCB89676.1	XCB91697.1	XCB93658.1	XCB95712.1	XCB97738.1	XCB99745.1	XCC01739.1	XCC03821.1	XCC05855.1	XCC07912.1	XCC09954.1	XCC12040.1	XCC14097.1	XCC16146.1	XCC18178.1	XCC20147.1	XCC22155.1	XCC24194.1	XCC26198.1	XCC28226.1	XCC30232.1	XCC32312.1
29	29	1	XCB75497.1	XCB77539.1	XCB79551.1	XCB81546.1	XCB83601.1	XCB85632.1	XCB87605.1	XCB89677.1	XCB91699.1	XCB93660.1	XCB95713.1	XCB97740.1	XCB99746.1	XCC01741.1	XCC03822.1	XCC05857.1	XCC07914.1	XCC09955.1	XCC12041.1	XCC14098.1	XCC16147.1	XCC18179.1	XCC20149.1	XCC22157.1	XCC24195.1	XCC26199.1	XCC28227.1	XCC30233.1	XCC32314.1
29	29	1	XCB75499.1	XCB77541.1	XCB79553.1	XCB81547.1	XCB83603.1	XCB85635.1	XCB87606.1	XCB89678.1	XCB91702.1	XCB93662.1	XCB95716.1	XCB97742.1	XCB99748.1	XCC01743.1	XCC03824.1	XCC05859.1	XCC07916.1	XCC09958.1	XCC12043.1	XCC14101.1	XCC16150.1	XCC18181.1	XCC20150.1	XCC22160.1	XCC24197.1	XCC26201.1	XCC28229.1	XCC30236.1	XCC32315.1
29	29	1	XCB75500.1	XCB77542.1	XCB79554.1	XCB81548.1	XCB83604.1	XCB85636.1	XCB87607.1	XCB89679.1	XCB91703.1	XCB93663.1	XCB95717.1	XCB97743.1	XCB99749.1	XCC01744.1	XCC03825.1	XCC05860.1	XCC07917.1	XCC09959.1	XCC12044.1	XCC14102.1	XCC16151.1	XCC18182.1	XCC20151.1	XCC22161.1	XCC24198.1	XCC26202.1	XCC28230.1	XCC30237.1	XCC32316.1
29	29	1	XCB75501.1	XCB77543.1	XCB79555.1	XCB81549.1	XCB83605.1	XCB85637.1	XCB87608.1	XCB89680.1	XCB91704.1	XCB93664.1	XCB95718.1	XCB97744.1	XCB99750.1	XCC01745.1	XCC03826.1	XCC05861.1	XCC07918.1	XCC09960.1	XCC12045.1	XCC14103.1	XCC16152.1	XCC18183.1	XCC20152.1	XCC22162.1	XCC24199.1	XCC26203.1	XCC28231.1	XCC30238.1	XCC32317.1
29	29	1	XCB75502.1	XCB77544.1	XCB79556.1	XCB81550.1	XCB83606.1	XCB85638.1	XCB87609.1	XCB89681.1	XCB91705.1	XCB93665.1	XCB95719.1	XCB97745.1	XCB99751.1	XCC01746.1	XCC03827.1	XCC05862.1	XCC07919.1	XCC09961.1	XCC12046.1	XCC14104.1	XCC16153.1	XCC18184.1	XCC20153.1	XCC22163.1	XCC24200.1	XCC26204.1	XCC28232.1	XCC30239.1	XCC32318.1
29	29	1	XCB75503.1	XCB77545.1	XCB79557.1	XCB81551.1	XCB83607.1	XCB85639.1	XCB87610.1	XCB89682.1	XCB91706.1	XCB93666.1	XCB95720.1	XCB97746.1	XCB99752.1	XCC01747.1	XCC03828.1	XCC05863.1	XCC07920.1	XCC09962.1	XCC12047.1	XCC14105.1	XCC16154.1	XCC18185.1	XCC20154.1	XCC22164.1	XCC24201.1	XCC26205.1	XCC28233.1	XCC30240.1	XCC32319.1
29	29	1	XCB75504.1	XCB77546.1	XCB79558.1	XCB81552.1	XCB83608.1	XCB85640.1	XCB87611.1	XCB89683.1	XCB91707.1	XCB93667.1	XCB95721.1	XCB97747.1	XCB99753.1	XCC01748.1	XCC03829.1	XCC05864.1	XCC07921.1	XCC09963.1	XCC12048.1	XCC14106.1	XCC16155.1	XCC18186.1	XCC20155.1	XCC22165.1	XCC24202.1	XCC26206.1	XCC28234.1	XCC30241.1	XCC32320.1
29	29	1	XCB75505.1	XCB77547.1	XCB79559.1	XCB81553.1	XCB83609.1	XCB85641.1	XCB87612.1	XCB89684.1	XCB91708.1	XCB93668.1	XCB95722.1	XCB97748.1	XCB99754.1	XCC01749.1	XCC03830.1	XCC05865.1	XCC07922.1	XCC09964.1	XCC12049.1	XCC14107.1	XCC16156.1	XCC18187.1	XCC20156.1	XCC22166.1	XCC24203.1	XCC26207.1	XCC28235.1	XCC30242.1	XCC32321.1
29	29	1	XCB75506.1	XCB77548.1	XCB79560.1	XCB81554.1	XCB83610.1	XCB85642.1	XCB87613.1	XCB89685.1	XCB91709.1	XCB93669.1	XCB95723.1	XCB97749.1	XCB99755.1	XCC01750.1	XCC03831.1	XCC05866.1	XCC07923.1	XCC09965.1	XCC12050.1	XCC14108.1	XCC16157.1	XCC18188.1	XCC20157.1	XCC22167.1	XCC24204.1	XCC26208.1	XCC28236.1	XCC30243.1	XCC32322.1
29	29	1	XCB75507.1	XCB77549.1	XCB79561.1	XCB81555.1	XCB83611.1	XCB85643.1	XCB87614.1	XCB89686.1	XCB91710.1	XCB93670.1	XCB95724.1	XCB97750.1	XCB99756.1	XCC01751.1	XCC03832.1	XCC05867.1	XCC07924.1	XCC09966.1	XCC12051.1	XCC14109.1	XCC16158.1	XCC18189.1	XCC20158.1	XCC22168.1	XCC24205.1	XCC26209.1	XCC28237.1	XCC30244.1	XCC32323.1
29	29	1	XCB75508.1	XCB77550.1	XCB79562.1	XCB81556.1	XCB83612.1	XCB85644.1	XCB87615.1	XCB89687.1	XCB91711.1	XCB93671.1	XCB95725.1	XCB97751.1	XCB99757.1	XCC01752.1	XCC03833.1	XCC05868.1	XCC07925.1	XCC09967.1	XCC12052.1	XCC14110.1	XCC16159.1	XCC18190.1	XCC20159.1	XCC22169.1	XCC24206.1	XCC26210.1	XCC28238.1	XCC30245.1	XCC32324.1
